"phecode","description","groupnum","group","color"
"750.22","Congenital anomaly of gallbladder, bile ducts, liver, pancreas","10","digestive","chartreuse4"
"750.221","Biliary atresia","10","digestive","chartreuse4"
"750.222","Other anomalies of gallbladder, bile ducts, and liver","10","digestive","chartreuse4"
"750.223","Unspecified anomaly of gallbladder, bile ducts, and liver","10","digestive","chartreuse4"
"750.224","Anomalies of pancreas","10","digestive","chartreuse4"
"750.225","Congenital cystic disease of liver","10","digestive","chartreuse4"
"750.5","Congenital hypertrophic pyloric stenosis","10","digestive","chartreuse4"
"751","Genitourinary congenital anomalies","11","genitourinary","black"
"751.1","Congenital anomalies of genital organs","11","genitourinary","black"
"751.11","Congenital anomalies of female genital organs","11","genitourinary","black"
"751.111","Anomalies of ovaries, fallopian tube, and broad ligaments","11","genitourinary","black"
"751.112","Anomalies of uterus","11","genitourinary","black"
"751.113","Anomalies of cervix, vagina, and external female genitalia","11","genitourinary","black"
"751.12","Congenital anomalies of male genital organs","11","genitourinary","black"
"751.121","Retractile testis","11","genitourinary","black"
"751.122","Undescended testis","11","genitourinary","black"
"751.123","Hidden penis","11","genitourinary","black"
"751.124","Hypospadias","11","genitourinary","black"
"751.125","Congenital chordee","11","genitourinary","black"
"751.126","Other penile anomalies","11","genitourinary","black"
"751.127","Micropenis","11","genitourinary","black"
"751.128","Epispadias","11","genitourinary","black"
"751.13","Indeterminate sex","11","genitourinary","black"
"751.2","Congenital anomalies of urinary system","11","genitourinary","black"
"751.23","Bladder exstrophy","11","genitourinary","black"
"751.3","Obstructive genitourinary defect","11","genitourinary","black"
"752","Nervous system congenital anomalies","6","neurological","darkblue"
"752.1","Neural tube defects","6","neurological","darkblue"
"752.11","Spina bifida","6","neurological","darkblue"
"752.2","Other specified congenital anomalies of nervous system","6","neurological","darkblue"
"752.21","Microcephaly","6","neurological","darkblue"
"752.22","Congenital reduction deformity","14","musculoskeletal","darkolivegreen"
"752.23","Congenital hydrocephalus","6","neurological","darkblue"
"752.24","Other congenital brain anomaly","6","neurological","darkblue"
"752.25","Congenital anomaly of spinal cord","6","neurological","darkblue"
"752.26","Other congenital anomaly of nervous system","6","neurological","darkblue"
"753","Congenital anomalies of the eye","7","sense organs","darkseagreen4"
"753.1","Congenital cataract and lens anomalies","7","sense organs","darkseagreen4"
"753.2","Congenital anomalies of posterior segment of eye","6","neurological","darkblue"
"754","Congenital musculoskeletal deformities of spine","14","musculoskeletal","darkolivegreen"
"754.1","Lumbosacral spondylolysis, congenital","14","musculoskeletal","darkolivegreen"
"754.2","Spondylolisthesis, congenital","14","musculoskeletal","darkolivegreen"
"755","Congenital anomalies of limbs","14","musculoskeletal","darkolivegreen"
"755.1","Congenital deformities of feet","14","musculoskeletal","darkolivegreen"
"755.3","Congenital anomaly of fingers/toes","14","musculoskeletal","darkolivegreen"
"755.4","Congenital anomalies of upper limb, including shoulder girdle","14","musculoskeletal","darkolivegreen"
"755.6","Other congenital anomalies of lower limb, including pelvic girdle","14","musculoskeletal","darkolivegreen"
"755.61","Congenital hip dysplasia and deformity","14","musculoskeletal","darkolivegreen"
"756","Other congenital musculoskeletal anomalies","14","musculoskeletal","darkolivegreen"
"756.1","Congenital anomalies of abdominal wall; diaphram","14","musculoskeletal","darkolivegreen"
"756.11","Anomalies of diaphragm","14","musculoskeletal","darkolivegreen"
"756.12","Anomalies of abdominal wall","14","musculoskeletal","darkolivegreen"
"756.13","Omphalocele","14","musculoskeletal","darkolivegreen"
"756.14","Gastroschisis","14","musculoskeletal","darkolivegreen"
"756.2","Pectus and other congenital anomalies of ribs/sternum","14","musculoskeletal","darkolivegreen"
"756.21","Pectus excavatum","14","musculoskeletal","darkolivegreen"
"756.22","Pectus carinatum","14","musculoskeletal","darkolivegreen"
"756.3","Congenital anomalies of muscle, tendon, fascia, and connective tissue","14","musculoskeletal","darkolivegreen"
"756.4","Ehlers-Danlos syndrome","15","congenital anomalies & genetic disorders","mediumspringgreen"
"756.5","Congenital osteodystrophies","14","musculoskeletal","darkolivegreen"
"756.51","Osteogenesis imperfecta","14","musculoskeletal","darkolivegreen"
"756.52","Other congenital osteodystrophies","14","musculoskeletal","darkolivegreen"
"757","Congenital anomalies of the integument","13","dermatologic","firebrick"
"758","Chromosomal anomalies and genetic disorders","15","congenital anomalies & genetic disorders","mediumspringgreen"
"758.1","Chromosomal anomalies","15","congenital anomalies & genetic disorders","mediumspringgreen"
"758.11","Down syndrome","15","congenital anomalies & genetic disorders","mediumspringgreen"
"758.12","Patau syndrome","15","congenital anomalies & genetic disorders","mediumspringgreen"
"758.13","Edwards syndrome","15","congenital anomalies & genetic disorders","mediumspringgreen"
"758.14","Cri-du-chat syndrome","15","congenital anomalies & genetic disorders","mediumspringgreen"
"758.15","Velo-cardio-facial syndrome","15","congenital anomalies & genetic disorders","mediumspringgreen"
"758.16","Other microdeletions","15","congenital anomalies & genetic disorders","mediumspringgreen"
"758.17","Other autosomal deletions","15","congenital anomalies & genetic disorders","mediumspringgreen"
"758.18","Wolf-Hirschhorn syndrome","15","congenital anomalies & genetic disorders","mediumspringgreen"
"758.19","Other conditions due to autosomal anomalies","15","congenital anomalies & genetic disorders","mediumspringgreen"
"758.1A","Gonadal dysgenesis","15","congenital anomalies & genetic disorders","mediumspringgreen"
"758.1B","Klinefelter syndrome","15","congenital anomalies & genetic disorders","mediumspringgreen"
"758.1C","Other conditions due to sex chromosome anomalies","15","congenital anomalies & genetic disorders","mediumspringgreen"
"758.1D","Other conditions due to chromosome anomalies","15","congenital anomalies & genetic disorders","mediumspringgreen"
"758.1E","Turner syndrome","15","congenital anomalies & genetic disorders","mediumspringgreen"
"758.2","Prader-Willi syndrome","15","congenital anomalies & genetic disorders","mediumspringgreen"
"758.3","Marfan syndrome","15","congenital anomalies & genetic disorders","mediumspringgreen"
"758.4","Fragile X syndrome","15","congenital anomalies & genetic disorders","mediumspringgreen"
"759","Other and unspecified congenital anomalies","15","congenital anomalies & genetic disorders","mediumspringgreen"
"759.1","Anomalies of endocrine glands, congenital","3","endocrine/metabolic","brown"
"759.2","Splenic anomalies","15","congenital anomalies & genetic disorders","mediumspringgreen"
"759.3","Situs inversus","15","congenital anomalies & genetic disorders","mediumspringgreen"
"759.4","Tuberous sclerosis","15","congenital anomalies & genetic disorders","mediumspringgreen"
"760","Back pain","18","symptoms","purple"
"761","Cervicalgia","18","symptoms","purple"
"763","Thoracic or lumbosacral neuritis or radiculitis, unspecified","18","symptoms","purple"
"764","Sciatica","18","symptoms","purple"
"765","Cervical radiculitis","18","symptoms","purple"
"766","Neuralgia, neuritis, and radiculitis NOS","18","symptoms","purple"
"767","Cervicocranial/Cervicobrachial syndrome","18","symptoms","purple"
"769","Nonallopathic lesions NEC","18","symptoms","purple"
"770","Myalgia and myositis unspecified","18","symptoms","purple"
"771","Musculoskeletal symptoms referable to limbs","18","symptoms","purple"
"771.1","Swelling of limb","18","symptoms","purple"
"771.2","Cramp of limb","18","symptoms","purple"
"772","Symptoms of the muscles","18","symptoms","purple"
"772.1","Muscular wasting and disuse atrophy","18","symptoms","purple"
"772.2","Spasm of muscle","18","symptoms","purple"
"772.3","Muscle weakness","18","symptoms","purple"
"772.4","Rhabdomyolysis","18","symptoms","purple"
"772.6","Facial weakness","18","symptoms","purple"
"773","Pain in limb","18","symptoms","purple"
"780","Hypothermia/Chills","18","symptoms","purple"
"781","Symptoms involving nervous and musculoskeletal systems","18","symptoms","purple"
"781.1","Loss of height","18","symptoms","purple"
"781.2","Abnormal posture","18","symptoms","purple"
"782","Symptoms involving skin and other integumentary tissue","18","symptoms","purple"
"782.3","Edema","18","symptoms","purple"
"782.6","Pallor and flushing","18","symptoms","purple"
"783","Fever of unknown origin","18","symptoms","purple"
"783.1","Postprocedural fever","18","symptoms","purple"
"785","Abdominal pain","18","symptoms","purple"
"788","Syncope and collapse","18","symptoms","purple"
"789","Nausea and vomiting","18","symptoms","purple"
"789.1","Persistent vomiting","18","symptoms","purple"
"790","Nonspecific findings on examination of blood","18","symptoms","purple"
"790.1","Elevated sedimentation rate","18","symptoms","purple"
"790.6","Other abnormal blood chemistry","18","symptoms","purple"
"790.8","Elevated C-reactive protein (CRP)","18","symptoms","purple"
"790.9","Abnormal arterial blood gases","18","symptoms","purple"
"791","Gangrene","18","symptoms","purple"
"792","Abnormal Papanicolaou smear of cervix and cervical HPV","11","genitourinary","black"
"792.1","Papanicolaou smear of cervix or vagina with atypical squamous cells","11","genitourinary","black"
"793","Nonspecific abnormal findings on radiological and other examination of musculoskeletal system","18","symptoms","purple"
"793.2","Nonspecific abnormal findings on radiological and other examination of other intrathoracic organs (echocardiogram, etc)","18","symptoms","purple"
"794","Abnormal results of other function studies (bladder, pancreas, placenta, spleen, etc)","18","symptoms","purple"
"795","Other and nonspecific abnormal cytological, histological and immunological findings","18","symptoms","purple"
"797","Shock","18","symptoms","purple"
"797.1","Cardiogenic shock","18","symptoms","purple"
"798","Malaise and fatigue","18","symptoms","purple"
"798.1","Chronic fatigue syndrome","18","symptoms","purple"
"799","Debility unspecified","18","symptoms","purple"
"800","Fracture of lower limb","19","injuries & poisonings","gray50"
"800.1","Fracture of neck of femur","19","injuries & poisonings","gray50"
"800.2","Fracture of unspecified part of femur","19","injuries & poisonings","gray50"
"800.3","Fracture of tibia and fibula","19","injuries & poisonings","gray50"
"800.4","Fracture of patella","19","injuries & poisonings","gray50"
"801","Fracture of ankle and foot","19","injuries & poisonings","gray50"
"801.1","Fracture of foot","19","injuries & poisonings","gray50"
"802","Fracture of pelvis","19","injuries & poisonings","gray50"
"803","Fracture of upper limb","19","injuries & poisonings","gray50"
"803.1","Fracture of humerus","19","injuries & poisonings","gray50"
"803.2","Fracture of radius and ulna","19","injuries & poisonings","gray50"
"803.21","Colles' fracture","19","injuries & poisonings","gray50"
"803.3","Fracture of clavicle or scapula","19","injuries & poisonings","gray50"
"804","Fracture of hand or wrist","19","injuries & poisonings","gray50"
"805","Fracture of vertebral column without mention of spinal cord injury","19","injuries & poisonings","gray50"
"807","Fracture of ribs","19","injuries & poisonings","gray50"
"809","Fracture of unspecified bones","19","injuries & poisonings","gray50"
"816","Cerebral laceration and contusion","19","injuries & poisonings","gray50"
"817","Concussion","19","injuries & poisonings","gray50"
"818","Intracranial hemorrhage (injury)","19","injuries & poisonings","gray50"
"818.1","Subdural hemorrhage (injury)","19","injuries & poisonings","gray50"
"818.2","Subarachnoid hemorrhage (injury)","19","injuries & poisonings","gray50"
"819","Skull and face fracture and other intercranial injury","19","injuries & poisonings","gray50"
"823","Torus fracture","19","injuries & poisonings","gray50"
"830","Dislocation","19","injuries & poisonings","gray50"
"835","Internal derangement of knee","19","injuries & poisonings","gray50"
"836","Traumatic arthropathy","19","injuries & poisonings","gray50"
"840","Sprains and strains","19","injuries & poisonings","gray50"
"840.2","Rotator cuff (capsule) sprain","19","injuries & poisonings","gray50"
"840.3","Joint/ligament sprain","19","injuries & poisonings","gray50"
"841","Sprains and strains of back and neck","19","injuries & poisonings","gray50"
"842","Other sprains and strains","19","injuries & poisonings","gray50"
"850","Hemorrhage or hematoma complicating a procedure","19","injuries & poisonings","gray50"
"851","Complications of transplants and reattached limbs","19","injuries & poisonings","gray50"
"853","Complication of colostomy or enterostomy","19","injuries & poisonings","gray50"
"854","Complications of cardiac/vascular device, implant, and graft","19","injuries & poisonings","gray50"
"855","Complication of nervous system device, implant, and graft","19","injuries & poisonings","gray50"
"856","Vascular complications of surgery and medical procedures","19","injuries & poisonings","gray50"
"857","Mechanical complication of unspecified genitourinary device, implant, and graft","19","injuries & poisonings","gray50"
"858","Complication of internal orthopedic device","19","injuries & poisonings","gray50"
"859","Complication due to other implant and internal device","19","injuries & poisonings","gray50"
"860","Bone marrow or stem cell transplant","2","neoplasms","darkcyan"
"870","Open wounds of head; neck; and trunk","19","injuries & poisonings","gray50"
"870.1","Open wound or laceration of eye or eyelid","19","injuries & poisonings","gray50"
"870.2","Open wound of ear","19","injuries & poisonings","gray50"
"870.3","Other open wound of head and face","19","injuries & poisonings","gray50"
"870.4","Open wound of nose and sinus","19","injuries & poisonings","gray50"
"870.5","Open wound of lip and mouth","19","injuries & poisonings","gray50"
"870.6","Open wound of neck","19","injuries & poisonings","gray50"
"870.8","Open wound of genital organs","19","injuries & poisonings","gray50"
"871","Open wounds of extremities","19","injuries & poisonings","gray50"
"871.1","Open wound of hand except finger(s)","19","injuries & poisonings","gray50"
"871.2","Open wound of finger(s)","19","injuries & poisonings","gray50"
"871.3","Open wound of foot except toe(s) alone","19","injuries & poisonings","gray50"
"871.4","Open wound of toe(s)","19","injuries & poisonings","gray50"
"872","Traumatic amputation","19","injuries & poisonings","gray50"
"873","Broken tooth","19","injuries & poisonings","gray50"
"874","Complication of amputation stump","19","injuries & poisonings","gray50"
"875","Non-healing surgical wound","19","injuries & poisonings","gray50"
"876","Posttraumatic wound infection not elsewhere classified","19","injuries & poisonings","gray50"
"905","Late effects of musculoskeletal and connective tissue injuries","19","injuries & poisonings","gray50"
"906","Late effects of injuries to skin and subcutaneous tissues","19","injuries & poisonings","gray50"
"907","Injuries to the nervous system","19","injuries & poisonings","gray50"
"908","Late effects of other injuries","19","injuries & poisonings","gray50"
"909","Late effects of external causes","19","injuries & poisonings","gray50"
"910","Superficial injury, infected","19","injuries & poisonings","gray50"
"911","Blister","19","injuries & poisonings","gray50"
"912","Insect bite","19","injuries & poisonings","gray50"
"913","Toxic effect of venom","19","injuries & poisonings","gray50"
"915","Superficial injury without mention of infection","19","injuries & poisonings","gray50"
"916","Contusion","19","injuries & poisonings","gray50"
"930","Allergic reaction to food","19","injuries & poisonings","gray50"
"931","Contact dermatitis and other eczema due to plants [except food]","13","dermatologic","firebrick"
"938","Dermatitis due to solar radiation","13","dermatologic","firebrick"
"938.1","Acute dermatitis due to solar radiation","13","dermatologic","firebrick"
"939","Atopic/contact dermatitis due to other or unspecified","13","dermatologic","firebrick"
"939.1","Contact and allergic dermatitis of eyelid","13","dermatologic","firebrick"
"941","Adverse reaction to serum or vaccine","19","injuries & poisonings","gray50"
"942","Infusion and transfusion reaction","19","injuries & poisonings","gray50"
"946","Anaphylactic shock NOS","19","injuries & poisonings","gray50"
"947","Urticaria","13","dermatologic","firebrick"
"949","Allergies, other","19","injuries & poisonings","gray50"
"949.1","Diaper or napkin rash","13","dermatologic","firebrick"
"952","Spinal cord injury without evidence of spinal bone injury","19","injuries & poisonings","gray50"
"958","Certain early complications of trauma or procedure","19","injuries & poisonings","gray50"
"958.1","Postoperative shock","19","injuries & poisonings","gray50"
"958.2","Traumatic and surgical subcutaneous emphysema","19","injuries & poisonings","gray50"
"960","Poisoning by antibiotics","19","injuries & poisonings","gray50"
"960.1","Adverse effects of antibacterials (not penicillins)","19","injuries & poisonings","gray50"
"960.2","Allergy/adverse effect of penicillin","19","injuries & poisonings","gray50"
"961","Poisoning by other anti-infectives","19","injuries & poisonings","gray50"
"961.1","Poisoning/allergy of sulfonamides","19","injuries & poisonings","gray50"
"962","Poisoning by hormones and synthetic substitutes","19","injuries & poisonings","gray50"
"962.1","Adrenal cortical steroids causing adverse effects in therapeutic use","19","injuries & poisonings","gray50"
"962.2","Insulins and antidiabetic agents causing adverse effects in therapeutic use","19","injuries & poisonings","gray50"
"962.3","Hormones and synthetic substitutes causing adverse effects in therapeutic use","19","injuries & poisonings","gray50"
"963","Poisoning by primarily systemic agents","19","injuries & poisonings","gray50"
"963.1","Antineoplastic and immunosuppressive drugs causing adverse effects","19","injuries & poisonings","gray50"
"964","Poisoning by agents primarily affecting blood constituents","19","injuries & poisonings","gray50"
"964.1","Anticoagulants causing adverse effects","19","injuries & poisonings","gray50"
"965","Poisoning by analgesics, antipyretics, and antirheumatics","19","injuries & poisonings","gray50"
"965.1","Opiates and related narcotics causing adverse effects in therapeutic use","19","injuries & poisonings","gray50"
"965.2","Antirheumatics causing adverse effects in therapeutic use","19","injuries & poisonings","gray50"
"965.3","Salicylates causing adverse effects in therapeutic use","19","injuries & poisonings","gray50"
"966","Poisoning by anticonvulsants and anti-Parkinsonism drugs","19","injuries & poisonings","gray50"
"967","Adverse effects of sedatives or other central nervous system depressants and anesthetics","19","injuries & poisonings","gray50"
"969","Poisoning by psychotropic agents","19","injuries & poisonings","gray50"
"971","Poisoning by drugs primarily affecting the autonomic nervous system","19","injuries & poisonings","gray50"
"972","Poisoning by agents primarily affecting the cardiovascular system","19","injuries & poisonings","gray50"
"972.1","Cardiac rhythm regulators causing adverse effects in therapeutic use","19","injuries & poisonings","gray50"
"972.6","Antihypertensive agents causing adverse effects","19","injuries & poisonings","gray50"
"973","Poisoning by agents primarily affecting the gastrointestinal system","19","injuries & poisonings","gray50"
"974","Poisoning by water, mineral, and uric acid metabolism drugs","19","injuries & poisonings","gray50"
"975","Poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system","19","injuries & poisonings","gray50"
"976","Poisoning by agents primarily affecting skin & mucous membrane, ophthalmological, otorhinolaryngological, & dental drugs","19","injuries & poisonings","gray50"
"977","Personal history of allergy to medicinal agents","19","injuries & poisonings","gray50"
"979","Adverse drug events and drug allergies","19","injuries & poisonings","gray50"
"980","Encounter for long-term (current) use of antibiotics","1","infections","blue"
"981","Toxic effect of (non-ethyl) alcohol and petroleum and other solvents","19","injuries & poisonings","gray50"
"983","Toxic effect of corrosive aromatics, acids, and caustic alkalis","19","injuries & poisonings","gray50"
"984","Toxic effect of lead and its compounds (including fumes)","19","injuries & poisonings","gray50"
"985","Toxic effect of other metals","19","injuries & poisonings","gray50"
"986","Toxic effect of carbon monoxide","19","injuries & poisonings","gray50"
"987","Toxic effect of other gases, fumes, or vapors","19","injuries & poisonings","gray50"
"988","Toxic effect of noxious substances eaten as food","19","injuries & poisonings","gray50"
"989","Toxic effect of other substances, chiefly nonmedicinal as to source","19","injuries & poisonings","gray50"
"990","Effects radiation NOS","19","injuries & poisonings","gray50"
"994","Sepsis and SIRS","1","infections","blue"
"994.1","Systemic inflammatory response syndrome (SIRS)","1","infections","blue"
"994.2","Sepsis","1","infections","blue"
"994.21","Septic shock","1","infections","blue"
